tot_purch_amt,sale_month,cty_twnshp_nme,crv_nbr,df.sale_year,dates,quarter
153000,4,St. Paul,544001,2017,2017-05-16,Q2-2017
192000,10,St. Paul,554748,2016,2016-10-26,Q4-2016
276500,10,Minneapolis,568613,2016,2017-02-24,Q1-2017
256000,10,Minneapolis,570199,2016,2016-10-21,Q4-2016
329000,10,Minneapolis,571677,2016,2017-02-10,Q1-2017
740000,10,Minneapolis,571683,2016,2017-04-27,Q2-2017
98000,10,Minneapolis,571693,2016,2017-06-08,Q2-2017
230000,10,Minneapolis,571697,2016,2016-11-04,Q4-2016
132000,10,Minneapolis,571704,2016,2017-02-10,Q1-2017
110000,10,Minneapolis,571706,2016,2017-06-08,Q2-2017
188000,10,St. Paul,571708,2016,2016-11-29,Q4-2016
180000,10,St. Paul,571714,2016,2016-10-13,Q4-2016
229900,10,St. Paul,571730,2016,2016-10-14,Q4-2016
670500,10,St. Paul,571749,2016,2016-10-24,Q4-2016
145000,10,St. Paul,571785,2016,2016-10-13,Q4-2016
265000,10,Minneapolis,571827,2016,2016-10-26,Q4-2016
166000,10,St. Paul,571832,2016,2016-10-24,Q4-2016
257000,10,Minneapolis,571881,2016,2016-10-26,Q4-2016
206800,10,Minneapolis,571893,2016,2017-02-10,Q1-2017
163700,10,Minneapolis,571933,2016,2016-11-10,Q4-2016
95000,10,Minneapolis,571935,2016,2016-10-28,Q4-2016
282000,10,Minneapolis,571942,2016,2016-10-26,Q4-2016
147500,10,St. Paul,571959,2016,2016-10-18,Q4-2016
185000,10,Minneapolis,572007,2016,2016-11-04,Q4-2016
128000,10,Minneapolis,572023,2016,2016-11-10,Q4-2016
378000,10,Minneapolis,572045,2016,2017-02-10,Q1-2017
403500,10,St. Paul,572089,2016,2016-10-27,Q4-2016
97000,10,St. Paul,572148,2016,2016-10-18,Q4-2016
169000,10,St. Paul,572155,2016,2016-10-18,Q4-2016
58000,10,St. Paul,572198,2016,2016-10-18,Q4-2016
180500,10,Minneapolis,572211,2016,2017-02-10,Q1-2017
195000,10,Minneapolis,572339,2016,2017-06-08,Q2-2017
270000,10,Minneapolis,572367,2016,2016-10-19,Q4-2016
265000,10,Minneapolis,572386,2016,2016-10-26,Q4-2016
100150,10,Minneapolis,572411,2016,2017-06-08,Q2-2017
240000,10,Minneapolis,572462,2016,2017-06-08,Q2-2017
135000,10,St. Paul,572486,2016,2017-05-16,Q2-2017
220000,10,St. Paul,572526,2016,2016-10-27,Q4-2016
205000,10,St. Paul,572567,2016,2016-10-18,Q4-2016
310000,10,Minneapolis,572641,2016,2017-04-27,Q2-2017
275000,10,Minneapolis,572704,2016,2017-02-10,Q1-2017
356500,10,Minneapolis,572730,2016,2017-06-08,Q2-2017
309200,10,St. Paul,572794,2016,2016-10-18,Q4-2016
89900,10,St. Paul,572796,2016,2016-10-31,Q4-2016
184900,10,Minneapolis,572817,2016,2017-04-27,Q2-2017
242000,10,Minneapolis,572837,2016,2016-10-21,Q4-2016
88000,10,Minneapolis,572876,2016,2016-10-21,Q4-2016
196500,10,St. Paul,572895,2016,2017-03-31,Q1-2017
650000,10,Minneapolis,572915,2016,2017-04-27,Q2-2017
315000,10,Minneapolis,572927,2016,2017-02-10,Q1-2017
169000,10,St. Paul,572934,2016,2016-10-26,Q4-2016
159000,10,St. Paul,572936,2016,2016-10-18,Q4-2016
220000,10,Minneapolis,572945,2016,2017-02-23,Q1-2017
360000,10,Minneapolis,572968,2016,2017-02-10,Q1-2017
250000,10,St. Paul,573054,2016,2016-10-18,Q4-2016
78000,10,St. Paul,573068,2016,2016-10-18,Q4-2016
557500,10,Minneapolis,573093,2016,2017-04-27,Q2-2017
150000,10,Minneapolis,573102,2016,2017-06-08,Q2-2017
235000,10,Minneapolis,573141,2016,2017-02-23,Q1-2017
280000,10,Minneapolis,573175,2016,2017-02-10,Q1-2017
181000,10,Minneapolis,573184,2016,2017-04-27,Q2-2017
194100,10,St. Paul,573192,2016,2017-03-31,Q1-2017
92000,10,Minneapolis,573206,2016,2016-11-04,Q4-2016
365000,10,Minneapolis,573210,2016,2016-11-01,Q4-2016
153000,10,Minneapolis,573212,2016,2017-06-08,Q2-2017
357000,10,St. Paul,573219,2016,2016-10-31,Q4-2016
210000,10,Minneapolis,573222,2016,2017-06-08,Q2-2017
183000,10,Minneapolis,573224,2016,2016-10-26,Q4-2016
490000,10,St. Paul,573264,2016,2016-10-24,Q4-2016
55000,10,Minneapolis,573266,2016,2016-10-27,Q4-2016
204500,10,Minneapolis,573290,2016,2017-04-27,Q2-2017
615000,10,St. Paul,573302,2016,2016-10-26,Q4-2016
139900,11,Minneapolis,573305,2016,2017-04-27,Q2-2017
440000,10,Minneapolis,573345,2016,2017-06-08,Q2-2017
117000,10,St. Paul,573350,2016,2017-11-06,Q4-2017
235000,10,Minneapolis,573357,2016,2017-04-27,Q2-2017
157000,10,St. Paul,573470,2016,2016-10-24,Q4-2016
2.00E+05,10,Minneapolis,573488,2016,2017-06-08,Q2-2017
223000,10,St. Paul,573510,2016,2016-10-31,Q4-2016
142000,10,Minneapolis,573544,2016,2017-06-08,Q2-2017
220900,10,Minneapolis,573546,2016,2017-04-27,Q2-2017
125000,10,Minneapolis,573556,2016,2017-04-27,Q2-2017
425000,10,St. Paul,573574,2016,2016-10-24,Q4-2016
162400,10,Minneapolis,573634,2016,2017-02-10,Q1-2017
424900,10,Minneapolis,573663,2016,2016-11-04,Q4-2016
228000,10,St. Paul,573688,2016,2016-10-24,Q4-2016
925000,10,Minneapolis,573697,2016,2016-11-04,Q4-2016
248000,10,St. Paul,573700,2016,2016-11-29,Q4-2016
287800,10,St. Paul,573702,2016,2016-11-07,Q4-2016
205000,10,Minneapolis,573706,2016,2016-10-26,Q4-2016
350000,10,Minneapolis,573707,2016,2016-11-04,Q4-2016
155500,10,St. Paul,573734,2016,2017-04-24,Q2-2017
87000,10,Minneapolis,573738,2016,2017-02-10,Q1-2017
465000,10,Minneapolis,573756,2016,2017-02-10,Q1-2017
236000,10,Minneapolis,573762,2016,2016-11-01,Q4-2016
235000,10,Minneapolis,573767,2016,2016-10-20,Q4-2016
167900,10,Minneapolis,573774,2016,2017-06-08,Q2-2017
139000,10,St. Paul,573775,2016,2016-10-24,Q4-2016
110000,10,Minneapolis,573776,2016,2016-10-27,Q4-2016
360000,10,Minneapolis,573782,2016,2017-04-27,Q2-2017
133450,10,St. Paul,573797,2016,2016-12-09,Q4-2016
125000,10,St. Paul,573811,2016,2017-04-14,Q2-2017
325000,10,Minneapolis,573828,2016,2016-10-26,Q4-2016
270000,10,Minneapolis,573834,2016,2016-10-26,Q4-2016
227100,10,Minneapolis,573858,2016,2017-04-27,Q2-2017
63000,10,Minneapolis,573886,2016,2017-02-24,Q1-2017
197500,10,Minneapolis,573903,2016,2017-06-08,Q2-2017
230000,10,Minneapolis,573912,2016,2016-10-26,Q4-2016
317000,10,Minneapolis,573932,2016,2017-02-10,Q1-2017
368000,10,Minneapolis,573981,2016,2016-10-28,Q4-2016
110000,10,St. Paul,573982,2016,2016-10-18,Q4-2016
397500,10,St. Paul,574009,2016,2017-09-05,Q3-2017
255000,10,Minneapolis,574030,2016,2016-11-04,Q4-2016
87000,10,St. Paul,574035,2016,2016-10-31,Q4-2016
444500,10,Minneapolis,574054,2016,2017-04-27,Q2-2017
108000,10,Minneapolis,574095,2016,2016-11-04,Q4-2016
245000,10,Minneapolis,574098,2016,2017-06-08,Q2-2017
337500,10,Minneapolis,574099,2016,2017-06-08,Q2-2017
153000,10,Minneapolis,574113,2016,2017-04-27,Q2-2017
467300,10,Minneapolis,574118,2016,2017-04-27,Q2-2017
145000,10,St. Paul,574121,2016,2016-10-18,Q4-2016
101000,10,Minneapolis,574163,2016,2017-02-23,Q1-2017
175000,10,Minneapolis,574191,2016,2017-07-13,Q3-2017
153000,10,St. Paul,574251,2016,2016-10-31,Q4-2016
261000,10,St. Paul,574256,2016,2016-10-19,Q4-2016
123000,10,St. Paul,574267,2016,2016-10-25,Q4-2016
303000,10,Minneapolis,574302,2016,2016-10-28,Q4-2016
229050,10,St. Paul,574383,2016,2016-11-29,Q4-2016
184900,10,St. Paul,574419,2016,2016-10-25,Q4-2016
134100,10,St. Paul,574444,2016,2016-10-19,Q4-2016
339000,10,Minneapolis,574458,2016,2017-02-24,Q1-2017
132000,10,Minneapolis,574531,2016,2017-04-27,Q2-2017
176500,10,St. Paul,574586,2016,2016-10-25,Q4-2016
345000,10,Minneapolis,574588,2016,2017-02-10,Q1-2017
750000,10,Minneapolis,574637,2016,2017-06-08,Q2-2017
350000,10,Minneapolis,574676,2016,2017-06-08,Q2-2017
101900,10,St. Paul,574687,2016,2016-10-31,Q4-2016
88500,10,St. Paul,574693,2016,2016-10-19,Q4-2016
146500,10,Minneapolis,574696,2016,2017-04-27,Q2-2017
245000,10,Minneapolis,574712,2016,2017-02-10,Q1-2017
144500,10,St. Paul,574748,2016,2016-10-19,Q4-2016
175500,10,St. Paul,574781,2016,2016-11-29,Q4-2016
209850,10,St. Paul,574784,2016,2017-04-14,Q2-2017
260000,10,Minneapolis,574794,2016,2017-06-08,Q2-2017
375000,10,St. Paul,574817,2016,2016-11-29,Q4-2016
4.00E+05,10,Minneapolis,574823,2016,2016-10-28,Q4-2016
196500,10,St. Paul,574829,2016,2016-10-31,Q4-2016
264900,10,Minneapolis,574838,2016,2017-06-08,Q2-2017
235000,10,Minneapolis,574882,2016,2017-02-10,Q1-2017
535000,10,Minneapolis,574896,2016,2017-02-24,Q1-2017
138500,10,Minneapolis,574914,2016,2017-04-27,Q2-2017
1.00E+05,10,St. Paul,574922,2016,2016-10-25,Q4-2016
225000,10,Minneapolis,574927,2016,2017-04-27,Q2-2017
220000,10,Minneapolis,574941,2016,2017-04-27,Q2-2017
805000,10,Minneapolis,574953,2016,2017-02-10,Q1-2017
450000,10,Minneapolis,574954,2016,2017-03-10,Q1-2017
1.00E+05,10,St. Paul,574962,2016,2016-10-19,Q4-2016
570000,10,Minneapolis,574980,2016,2017-03-10,Q1-2017
203000,10,Minneapolis,574984,2016,2016-11-10,Q4-2016
210000,10,Minneapolis,575059,2016,2016-10-26,Q4-2016
470000,10,Minneapolis,575073,2016,2017-02-24,Q1-2017
118000,10,St. Paul,575126,2016,2016-11-07,Q4-2016
118000,10,St. Paul,575165,2016,2016-11-02,Q4-2016
188000,10,Minneapolis,575170,2016,2017-04-27,Q2-2017
215000,10,Minneapolis,575176,2016,2017-02-23,Q1-2017
140000,10,Minneapolis,575201,2016,2017-04-27,Q2-2017
3.00E+05,10,Minneapolis,575225,2016,2017-04-27,Q2-2017
169900,10,St. Paul,575231,2016,2016-10-25,Q4-2016
119000,10,Minneapolis,575243,2016,2017-06-08,Q2-2017
155000,10,Minneapolis,575257,2016,2017-04-27,Q2-2017
308000,10,St. Paul,575277,2016,2016-10-31,Q4-2016
182000,10,Minneapolis,575293,2016,2017-02-23,Q1-2017
125000,10,St. Paul,575318,2016,2017-03-31,Q1-2017
187500,10,St. Paul,575346,2016,2017-04-14,Q2-2017
115000,10,St. Paul,575386,2016,2017-01-05,Q1-2017
399000,10,Minneapolis,575399,2016,2017-02-10,Q1-2017
565000,10,Minneapolis,575421,2016,2017-04-27,Q2-2017
175000,10,Minneapolis,575447,2016,2017-04-27,Q2-2017
1.00E+05,10,Minneapolis,575456,2016,2017-02-10,Q1-2017
176000,10,St. Paul,575477,2016,2016-10-31,Q4-2016
460000,10,Minneapolis,575504,2016,2017-02-10,Q1-2017
92500,10,Minneapolis,575530,2016,2016-11-09,Q4-2016
176000,10,Minneapolis,575553,2016,2017-06-08,Q2-2017
173000,10,St. Paul,575560,2016,2017-04-14,Q2-2017
2.00E+05,10,St. Paul,575617,2016,2016-10-19,Q4-2016
940000,10,Minneapolis,575628,2016,2017-02-10,Q1-2017
360000,10,Minneapolis,575633,2016,2017-04-27,Q2-2017
169500,10,Minneapolis,575639,2016,2017-02-10,Q1-2017
247000,10,Minneapolis,575647,2016,2017-04-27,Q2-2017
84900,10,St. Paul,575688,2016,2016-11-09,Q4-2016
885000,10,Minneapolis,575700,2016,2017-02-24,Q1-2017
119900,10,Minneapolis,575708,2016,2017-02-10,Q1-2017
186000,10,Minneapolis,575711,2016,2017-04-27,Q2-2017
145000,10,St. Paul,575713,2016,2016-10-26,Q4-2016
807500,10,Minneapolis,575761,2016,2017-06-08,Q2-2017
160100,10,St. Paul,575777,2016,2016-10-26,Q4-2016
231750,10,St. Paul,575787,2016,2016-10-26,Q4-2016
195000,10,St. Paul,575809,2016,2017-04-24,Q2-2017
415000,10,Minneapolis,575818,2016,2017-04-27,Q2-2017
224900,10,St. Paul,575835,2016,2016-11-02,Q4-2016
9.00E+05,10,Minneapolis,575892,2016,2016-10-28,Q4-2016
175750,10,Minneapolis,575913,2016,2017-06-08,Q2-2017
281000,10,St. Paul,575918,2016,2016-10-27,Q4-2016
219900,10,Minneapolis,575958,2016,2017-06-08,Q2-2017
319900,10,Minneapolis,575993,2016,2016-11-01,Q4-2016
149900,10,St. Paul,576013,2016,2016-12-19,Q4-2016
258400,10,St. Paul,576014,2016,2016-12-19,Q4-2016
302000,10,Minneapolis,576015,2016,2017-06-08,Q2-2017
210000,10,Minneapolis,576078,2016,2017-06-08,Q2-2017
498000,10,St. Paul,576100,2016,2016-12-19,Q4-2016
275000,10,Minneapolis,576110,2016,2017-06-08,Q2-2017
425000,10,Minneapolis,576113,2016,2017-10-19,Q4-2017
129200,10,St. Paul,576122,2016,2016-10-27,Q4-2016
530000,10,Minneapolis,576131,2016,2017-02-10,Q1-2017
184900,10,Minneapolis,576134,2016,2017-04-28,Q2-2017
330000,10,Minneapolis,576150,2016,2017-04-28,Q2-2017
215000,10,Minneapolis,576163,2016,2017-06-21,Q2-2017
85900,10,St. Paul,576195,2016,2016-10-31,Q4-2016
94000,10,St. Paul,576212,2016,2016-10-27,Q4-2016
270500,10,Minneapolis,576267,2016,2017-04-28,Q2-2017
192000,10,Minneapolis,576271,2016,2017-02-10,Q1-2017
410000,10,St. Paul,576289,2016,2016-12-19,Q4-2016
1.00E+05,10,Minneapolis,576290,2016,2017-02-24,Q1-2017
130000,10,Minneapolis,576301,2016,2017-08-25,Q3-2017
198000,10,St. Paul,576322,2016,2016-10-27,Q4-2016
285000,10,Minneapolis,576330,2016,2017-06-08,Q2-2017
255000,10,Minneapolis,576336,2016,2016-11-01,Q4-2016
1.00E+05,10,St. Paul,576351,2016,2017-01-24,Q1-2017
399000,10,Minneapolis,576353,2016,2017-01-10,Q1-2017
189900,10,St. Paul,576372,2016,2016-12-19,Q4-2016
123000,10,Minneapolis,576387,2016,2017-04-28,Q2-2017
129000,10,Minneapolis,576397,2016,2017-04-28,Q2-2017
160550,10,Minneapolis,576410,2016,2016-11-10,Q4-2016
317500,10,Minneapolis,576466,2016,2017-02-24,Q1-2017
190000,10,Minneapolis,576479,2016,2017-06-08,Q2-2017
219900,10,Minneapolis,576484,2016,2017-04-28,Q2-2017
182500,10,St. Paul,576498,2016,2016-11-09,Q4-2016
144500,10,St. Paul,576513,2016,2017-05-16,Q2-2017
82500,10,Minneapolis,576521,2016,2017-06-08,Q2-2017
315000,10,Minneapolis,576603,2016,2017-06-12,Q2-2017
450000,10,Minneapolis,576608,2016,2017-04-28,Q2-2017
291000,10,Minneapolis,576628,2016,2017-02-10,Q1-2017
276250,10,Minneapolis,576639,2016,2017-04-28,Q2-2017
157000,10,St. Paul,576646,2016,2016-10-31,Q4-2016
205000,10,Minneapolis,576666,2016,2017-02-24,Q1-2017
261500,10,St. Paul,576678,2016,2016-10-27,Q4-2016
436000,10,Minneapolis,576685,2016,2017-04-28,Q2-2017
48000,10,St. Paul,576729,2016,2016-10-31,Q4-2016
489000,10,Minneapolis,576730,2016,2017-04-28,Q2-2017
15000,10,St. Paul,576739,2016,2016-11-02,Q4-2016
1.00E+05,10,Minneapolis,576744,2016,2017-02-24,Q1-2017
4.00E+05,10,St. Paul,576752,2016,2016-10-31,Q4-2016
444000,10,Minneapolis,576794,2016,2017-02-10,Q1-2017
252000,10,Minneapolis,576814,2016,2017-04-28,Q2-2017
240000,10,Minneapolis,576838,2016,2017-06-21,Q2-2017
388000,10,Minneapolis,576849,2016,2017-04-28,Q2-2017
202500,10,Minneapolis,576856,2016,2016-10-26,Q4-2016
240000,10,Minneapolis,576873,2016,2017-06-21,Q2-2017
278000,10,Minneapolis,576911,2016,2016-11-01,Q4-2016
219900,10,St. Paul,576913,2016,2016-11-01,Q4-2016
443464,10,Minneapolis,576923,2016,2017-06-01,Q2-2017
245000,10,Minneapolis,576951,2016,2016-10-28,Q4-2016
147000,10,Minneapolis,576953,2016,2017-06-21,Q2-2017
129000,10,Minneapolis,576960,2016,2017-06-12,Q2-2017
330000,10,Minneapolis,576976,2016,2017-06-01,Q2-2017
293000,10,Minneapolis,577013,2016,2017-07-13,Q3-2017
118100,10,Minneapolis,577014,2016,2017-07-13,Q3-2017
209500,10,St. Paul,577096,2016,2016-10-31,Q4-2016
233900,10,St. Paul,577104,2016,2016-11-29,Q4-2016
140300,10,Minneapolis,577105,2016,2017-01-10,Q1-2017
735000,10,St. Paul,577116,2016,2017-03-01,Q1-2017
190000,10,St. Paul,577125,2016,2017-03-31,Q1-2017
84900,10,Minneapolis,577169,2016,2017-02-10,Q1-2017
190500,10,St. Paul,577176,2016,2016-10-31,Q4-2016
149500,10,St. Paul,577236,2016,2016-12-19,Q4-2016
256421,10,Minneapolis,577266,2016,2017-06-21,Q2-2017
180000,10,St. Paul,577269,2016,2017-05-16,Q2-2017
163500,10,Minneapolis,577289,2016,2017-02-23,Q1-2017
260000,10,Minneapolis,577295,2016,2017-06-12,Q2-2017
215000,10,St. Paul,577297,2016,2017-06-05,Q2-2017
152000,10,Minneapolis,577302,2016,2017-06-28,Q2-2017
204850,10,Minneapolis,577303,2016,2017-06-01,Q2-2017
282500,10,St. Paul,577310,2016,2016-12-19,Q4-2016
380000,10,Minneapolis,577339,2016,2017-06-12,Q2-2017
386100,10,St. Paul,577375,2016,2016-12-19,Q4-2016
109882,10,St. Paul,577385,2016,2016-12-19,Q4-2016
262600,10,Minneapolis,577413,2016,2017-02-27,Q1-2017
110000,10,St. Paul,577430,2016,2016-11-04,Q4-2016
364900,10,Minneapolis,577495,2016,2017-06-01,Q2-2017
84000,10,St. Paul,577497,2016,2016-10-31,Q4-2016
236500,10,St. Paul,577507,2016,2016-11-01,Q4-2016
165000,10,Minneapolis,577516,2016,2017-06-01,Q2-2017
169900,10,Minneapolis,577518,2016,2017-06-01,Q2-2017
749900,10,Minneapolis,577533,2016,2017-01-10,Q1-2017
549000,10,Minneapolis,577536,2016,2017-06-01,Q2-2017
105000,10,St. Paul,577537,2016,2016-11-07,Q4-2016
135000,10,Minneapolis,577550,2016,2017-02-10,Q1-2017
160000,10,St. Paul,577571,2016,2017-03-31,Q1-2017
357000,10,Minneapolis,577575,2016,2017-06-12,Q2-2017
250000,10,Minneapolis,577578,2016,2017-02-23,Q1-2017
89900,10,Minneapolis,577641,2016,2017-06-01,Q2-2017
802500,10,Minneapolis,577673,2016,2017-06-01,Q2-2017
183000,10,Minneapolis,577700,2016,2017-06-01,Q2-2017
460000,10,Minneapolis,577717,2016,2017-06-28,Q2-2017
240000,10,St. Paul,577762,2016,2017-04-24,Q2-2017
239000,10,Minneapolis,577771,2016,2017-10-19,Q4-2017
241500,10,Minneapolis,577777,2016,2016-11-01,Q4-2016
765000,10,Minneapolis,577844,2016,2017-04-07,Q2-2017
129450,10,Minneapolis,577912,2016,2017-06-28,Q2-2017
402500,10,St. Paul,577964,2016,2016-11-04,Q4-2016
151000,10,Minneapolis,578007,2016,2017-06-12,Q2-2017
140000,10,St. Paul,578048,2016,2016-12-19,Q4-2016
163900,10,St. Paul,578062,2016,2016-12-19,Q4-2016
194000,10,St. Paul,578073,2016,2016-11-01,Q4-2016
130000,10,St. Paul,578093,2016,2016-11-09,Q4-2016
307000,10,Minneapolis,578115,2016,2016-10-28,Q4-2016
115000,10,St. Paul,578118,2016,2016-11-29,Q4-2016
335000,10,St. Paul,578134,2016,2017-06-15,Q2-2017
155000,10,Minneapolis,578149,2016,2016-10-28,Q4-2016
505000,10,Minneapolis,578164,2016,2017-10-19,Q4-2017
187900,10,St. Paul,578165,2016,2016-11-04,Q4-2016
278000,10,Minneapolis,578210,2016,2016-11-10,Q4-2016
68000,10,Minneapolis,578217,2016,2017-06-12,Q2-2017
540000,10,Minneapolis,578229,2016,2017-06-28,Q2-2017
253000,10,St. Paul,578254,2016,2016-12-19,Q4-2016
164000,10,Minneapolis,578256,2016,2017-06-01,Q2-2017
207900,10,Minneapolis,578258,2016,2017-06-28,Q2-2017
185500,10,Minneapolis,578262,2016,2017-06-12,Q2-2017
3400000,10,Minneapolis,578313,2016,2016-11-01,Q4-2016
214000,10,St. Paul,578314,2016,2017-05-08,Q2-2017
214000,10,Minneapolis,578349,2016,2017-06-28,Q2-2017
174900,10,St. Paul,578355,2016,2016-11-01,Q4-2016
170000,10,Minneapolis,578377,2016,2017-06-12,Q2-2017
154900,10,Minneapolis,578441,2016,2017-06-12,Q2-2017
210000,10,Minneapolis,578449,2016,2017-06-12,Q2-2017
182500,10,Minneapolis,578455,2016,2017-07-13,Q3-2017
193900,10,Minneapolis,578522,2016,2017-02-23,Q1-2017
172000,10,St. Paul,578528,2016,2016-12-19,Q4-2016
138000,10,St. Paul,578529,2016,2017-03-31,Q1-2017
174000,10,St. Paul,578549,2016,2016-11-03,Q4-2016
168000,10,St. Paul,578568,2016,2016-11-29,Q4-2016
4.00E+05,10,Minneapolis,578575,2016,2016-11-08,Q4-2016
189700,10,Minneapolis,578579,2016,2016-11-09,Q4-2016
223500,10,Minneapolis,578588,2016,2017-02-27,Q1-2017
205000,10,St. Paul,578600,2016,2017-04-18,Q2-2017
2.00E+05,10,Minneapolis,578601,2016,2017-06-01,Q2-2017
145000,10,St. Paul,578604,2016,2016-11-03,Q4-2016
75000,11,St. Paul,578617,2016,2016-12-19,Q4-2016
162500,10,Minneapolis,578622,2016,2017-08-25,Q3-2017
379500,10,St. Paul,578625,2016,2017-03-08,Q1-2017
236000,10,Minneapolis,578648,2016,2017-02-10,Q1-2017
252000,10,Minneapolis,578660,2016,2017-06-21,Q2-2017
262350,10,Minneapolis,578717,2016,2016-11-01,Q4-2016
175000,10,St. Paul,578718,2016,2016-12-19,Q4-2016
177000,10,St. Paul,578732,2016,2016-12-14,Q4-2016
480000,10,Minneapolis,578776,2016,2017-02-10,Q1-2017
374000,10,Minneapolis,578788,2016,2017-06-29,Q2-2017
281000,10,Minneapolis,578829,2016,2017-02-27,Q1-2017
302000,10,Minneapolis,578873,2016,2017-02-10,Q1-2017
320000,10,Minneapolis,578908,2016,2017-02-10,Q1-2017
427500,10,St. Paul,578912,2016,2016-12-19,Q4-2016
336415,10,Minneapolis,578934,2016,2017-06-02,Q2-2017
155000,10,Minneapolis,578947,2016,2017-06-12,Q2-2017
417500,10,St. Paul,578970,2016,2016-12-19,Q4-2016
214500,10,St. Paul,579007,2016,2017-03-13,Q1-2017
228800,10,Minneapolis,579015,2016,2016-11-10,Q4-2016
345000,10,Minneapolis,579022,2016,2017-01-10,Q1-2017
132100,10,Minneapolis,579035,2016,2017-06-02,Q2-2017
425000,10,Minneapolis,579044,2016,2016-10-28,Q4-2016
192000,10,St. Paul,579056,2016,2016-12-19,Q4-2016
109900,10,Minneapolis,579066,2016,2017-02-10,Q1-2017
150000,10,St. Paul,579070,2016,2016-12-19,Q4-2016
99500,10,St. Paul,579102,2016,2016-12-19,Q4-2016
173000,10,St. Paul,579108,2016,2016-11-04,Q4-2016
190000,10,St. Paul,579154,2016,2017-04-14,Q2-2017
238350,10,Minneapolis,579170,2016,2017-01-10,Q1-2017
159900,10,St. Paul,579171,2016,2016-11-03,Q4-2016
530000,10,St. Paul,579200,2016,2016-11-10,Q4-2016
219000,10,St. Paul,579201,2016,2016-11-04,Q4-2016
525000,10,St. Paul,579203,2016,2017-03-31,Q1-2017
150000,10,St. Paul,579236,2016,2016-11-04,Q4-2016
127500,10,St. Paul,579243,2016,2017-01-05,Q1-2017
509000,10,Minneapolis,579256,2016,2017-06-02,Q2-2017
210000,10,St. Paul,579259,2016,2016-11-04,Q4-2016
340000,10,Minneapolis,579260,2016,2017-06-12,Q2-2017
50000,10,St. Paul,579263,2016,2016-11-29,Q4-2016
129900,10,Minneapolis,579283,2016,2017-02-10,Q1-2017
267000,10,St. Paul,579284,2016,2016-11-09,Q4-2016
159000,10,St. Paul,579288,2016,2016-12-19,Q4-2016
247000,10,St. Paul,579305,2016,2016-11-29,Q4-2016
301500,10,Minneapolis,579327,2016,2017-06-12,Q2-2017
127000,10,Minneapolis,579342,2016,2017-06-12,Q2-2017
735000,10,Minneapolis,579364,2016,2017-02-10,Q1-2017
487500,10,Minneapolis,579370,2016,2017-06-02,Q2-2017
206185,10,Minneapolis,579371,2016,2017-02-10,Q1-2017
412877,10,Minneapolis,579373,2016,2017-06-02,Q2-2017
230500,10,Minneapolis,579374,2016,2017-09-18,Q3-2017
432000,10,Minneapolis,579395,2016,2017-06-29,Q2-2017
164900,10,St. Paul,579403,2016,2016-12-19,Q4-2016
147000,10,St. Paul,579407,2016,2017-03-31,Q1-2017
179000,10,Minneapolis,579441,2016,2017-06-22,Q2-2017
225000,10,Minneapolis,579462,2016,2017-02-23,Q1-2017
384900,10,Minneapolis,579465,2016,2017-02-10,Q1-2017
176000,10,St. Paul,579474,2016,2016-11-09,Q4-2016
176000,10,Minneapolis,579547,2016,2017-06-12,Q2-2017
112000,10,St. Paul,579602,2016,2016-12-19,Q4-2016
145000,10,St. Paul,579642,2016,2017-06-19,Q2-2017
215000,10,Minneapolis,579673,2016,2017-10-19,Q4-2017
225000,10,St. Paul,579705,2016,2017-04-24,Q2-2017
159900,10,Minneapolis,579720,2016,2017-06-29,Q2-2017
213000,10,Minneapolis,579734,2016,2017-06-02,Q2-2017
199000,10,Minneapolis,579743,2016,2017-06-02,Q2-2017
115000,10,Minneapolis,579747,2016,2017-07-13,Q3-2017
2.00E+05,10,St. Paul,579760,2016,2016-11-04,Q4-2016
129500,10,St. Paul,579779,2016,2016-12-19,Q4-2016
6000,10,St. Paul,579816,2016,2016-11-08,Q4-2016
270000,10,Minneapolis,579825,2016,2017-02-27,Q1-2017
2.00E+05,10,St. Paul,579839,2016,2017-03-31,Q1-2017
201500,10,Minneapolis,579885,2016,2017-06-02,Q2-2017
66100,10,St. Paul,579892,2016,2017-01-13,Q1-2017
480000,10,Minneapolis,579901,2016,2017-06-29,Q2-2017
335000,10,Minneapolis,579903,2016,2016-11-10,Q4-2016
170000,10,St. Paul,579930,2016,2016-12-19,Q4-2016
182500,10,St. Paul,579931,2016,2017-04-14,Q2-2017
87500,10,Minneapolis,579945,2016,2017-06-02,Q2-2017
225000,10,Minneapolis,579995,2016,2017-06-12,Q2-2017
123000,10,St. Paul,580007,2016,2017-05-16,Q2-2017
165500,10,Minneapolis,580017,2016,2017-06-12,Q2-2017
205000,10,Minneapolis,580026,2016,2017-06-02,Q2-2017
115000,10,Minneapolis,580075,2016,2017-06-12,Q2-2017
375000,10,Minneapolis,580112,2016,2017-02-10,Q1-2017
375500,10,Minneapolis,580117,2016,2017-06-12,Q2-2017
244900,10,Minneapolis,580118,2016,2017-06-12,Q2-2017
164000,10,St. Paul,580119,2016,2017-04-14,Q2-2017
401000,10,Minneapolis,580146,2016,2017-06-12,Q2-2017
175000,10,St. Paul,580174,2016,2017-03-31,Q1-2017
220000,10,St. Paul,581222,2016,2016-11-09,Q4-2016
195000,10,St. Paul,581233,2016,2016-12-19,Q4-2016
349000,10,Minneapolis,581237,2016,2017-06-02,Q2-2017
