tot_purch_amt,sale_month,cty_twnshp_nme,crv_nbr,df.sale_year,dates,quarter
483000,7,Minneapolis,1286337,2021,2021-10-21,Q4-2021
535000,7,St. Paul,1286355,2021,2021-09-02,Q3-2021
217000,7,Minneapolis,1286379,2021,2021-10-20,Q4-2021
280000,7,Minneapolis,1286400,2021,2021-10-12,Q4-2021
305000,7,Minneapolis,1286404,2021,2021-10-12,Q4-2021
155000,7,Minneapolis,1286446,2021,2021-10-14,Q4-2021
256000,7,St. Paul,1286491,2021,2021-09-21,Q3-2021
325000,7,Minneapolis,1286497,2021,2021-10-05,Q4-2021
290000,7,Minneapolis,1286536,2021,2021-10-04,Q4-2021
390000,7,Minneapolis,1286575,2021,2021-10-04,Q4-2021
3.00E+05,7,Minneapolis,1286577,2021,2021-10-16,Q4-2021
925000,7,Minneapolis,1286583,2021,2021-10-12,Q4-2021
480000,7,Minneapolis,1286589,2021,2021-09-30,Q3-2021
418221,7,Minneapolis,1286616,2021,2021-10-04,Q4-2021
835000,7,St. Paul,1286638,2021,2021-10-13,Q4-2021
575000,7,Minneapolis,1286646,2021,2021-10-12,Q4-2021
3.00E+05,7,St. Paul,1286655,2021,2021-09-09,Q3-2021
350000,7,St. Paul,1286656,2021,2021-08-30,Q3-2021
775000,7,St. Paul,1286661,2021,2021-08-11,Q3-2021
3.00E+05,7,Minneapolis,1286674,2021,2021-10-04,Q4-2021
280000,7,St. Paul,1286677,2021,2021-08-24,Q3-2021
1400000,7,St. Paul,1286680,2021,2021-08-02,Q3-2021
535000,7,Minneapolis,1286707,2021,2021-10-14,Q4-2021
390000,7,Minneapolis,1286723,2021,2021-10-12,Q4-2021
136500,7,St. Paul,1286752,2021,2021-08-24,Q3-2021
8.00E+05,7,Minneapolis,1286763,2021,2021-10-12,Q4-2021
225000,7,Minneapolis,1286766,2021,2021-10-12,Q4-2021
239000,7,Minneapolis,1286799,2021,2021-10-26,Q4-2021
325000,7,Minneapolis,1286806,2021,2021-10-04,Q4-2021
683900,7,Minneapolis,1286835,2021,2021-10-13,Q4-2021
180000,7,St. Paul,1286864,2021,2021-09-07,Q3-2021
575000,7,Minneapolis,1286876,2021,2021-10-05,Q4-2021
260000,7,Minneapolis,1286922,2021,2021-10-16,Q4-2021
765000,7,Minneapolis,1286991,2021,2021-10-06,Q4-2021
305000,7,St. Paul,1287018,2021,2021-09-23,Q3-2021
380000,7,Minneapolis,1287041,2021,2021-10-12,Q4-2021
188500,7,St. Paul,1287062,2021,2021-09-23,Q3-2021
999000,7,Minneapolis,1287063,2021,2021-11-02,Q4-2021
215700,7,Minneapolis,1287083,2021,2021-10-12,Q4-2021
160000,7,St. Paul,1287087,2021,2021-08-24,Q3-2021
250000,7,Minneapolis,1287100,2021,2021-10-15,Q4-2021
279900,7,Minneapolis,1287108,2021,2021-10-20,Q4-2021
350000,7,Minneapolis,1287117,2021,2021-10-12,Q4-2021
410000,7,Minneapolis,1287122,2021,2021-10-20,Q4-2021
204500,7,St. Paul,1287136,2021,2021-09-23,Q3-2021
503000,7,Minneapolis,1287160,2021,2021-10-28,Q4-2021
660000,7,St. Paul,1287168,2021,2021-08-05,Q3-2021
274900,7,Minneapolis,1287169,2021,2021-10-13,Q4-2021
3.00E+05,7,Minneapolis,1287177,2021,2021-10-08,Q4-2021
215000,7,Minneapolis,1287213,2021,2021-10-14,Q4-2021
278000,7,St. Paul,1287216,2021,2021-08-24,Q3-2021
755000,7,Minneapolis,1287217,2021,2021-10-04,Q4-2021
328000,7,St. Paul,1287226,2021,2021-08-24,Q3-2021
1110000,7,Minneapolis,1287250,2021,2021-10-12,Q4-2021
285000,7,Minneapolis,1287255,2021,2021-10-08,Q4-2021
345000,7,Minneapolis,1287256,2021,2021-10-20,Q4-2021
5.00E+05,7,St. Paul,1287263,2021,2021-08-02,Q3-2021
2.00E+06,7,Minneapolis,1287265,2021,2021-10-16,Q4-2021
214000,7,St. Paul,1287285,2021,2021-09-01,Q3-2021
182000,7,St. Paul,1287286,2021,2021-08-30,Q3-2021
705000,7,Minneapolis,1287301,2021,2021-10-04,Q4-2021
780000,6,Minneapolis,1287308,2021,2021-10-12,Q4-2021
415000,7,Minneapolis,1287319,2021,2021-10-14,Q4-2021
430000,7,Minneapolis,1287344,2021,2021-10-12,Q4-2021
248000,7,Minneapolis,1287348,2021,2021-10-12,Q4-2021
220000,7,St. Paul,1287349,2021,2021-08-30,Q3-2021
335000,7,Minneapolis,1287367,2021,2021-10-04,Q4-2021
525000,7,Minneapolis,1287416,2021,2021-10-12,Q4-2021
386000,8,Minneapolis,1287419,2021,2021-10-01,Q4-2021
627000,7,Minneapolis,1287437,2021,2021-10-14,Q4-2021
265000,7,Minneapolis,1287453,2021,2021-10-12,Q4-2021
230000,7,Minneapolis,1287485,2021,2021-10-14,Q4-2021
756000,8,Minneapolis,1287495,2021,2021-10-16,Q4-2021
220000,7,Minneapolis,1287522,2021,2021-10-22,Q4-2021
388000,7,Minneapolis,1287536,2021,2021-10-04,Q4-2021
290000,7,Minneapolis,1287578,2021,2021-10-12,Q4-2021
305000,7,St. Paul,1287611,2021,2021-08-30,Q3-2021
330000,7,St. Paul,1287624,2021,2021-08-02,Q3-2021
242000,7,St. Paul,1287633,2021,2021-08-31,Q3-2021
305000,7,Minneapolis,1287638,2021,2021-10-25,Q4-2021
3.00E+05,7,Minneapolis,1287642,2021,2021-10-12,Q4-2021
313000,7,St. Paul,1287654,2021,2021-08-02,Q3-2021
286000,7,Minneapolis,1287655,2021,2021-10-12,Q4-2021
289900,7,St. Paul,1287656,2021,2021-08-30,Q3-2021
355000,7,Minneapolis,1287699,2021,2021-10-12,Q4-2021
330000,7,St. Paul,1287707,2021,2021-08-30,Q3-2021
287000,7,Minneapolis,1287725,2021,2021-10-12,Q4-2021
225000,7,St. Paul,1287726,2021,2021-09-02,Q3-2021
250000,7,St. Paul,1287733,2021,2021-08-26,Q3-2021
315000,7,Minneapolis,1287737,2021,2021-11-02,Q4-2021
238000,7,Minneapolis,1287746,2021,2021-10-14,Q4-2021
425000,7,Minneapolis,1287752,2021,2021-10-12,Q4-2021
128000,7,Minneapolis,1287765,2021,2021-10-12,Q4-2021
285000,7,Minneapolis,1287781,2021,2021-10-14,Q4-2021
350200,7,Minneapolis,1287786,2021,2021-10-04,Q4-2021
440000,7,Minneapolis,1287787,2021,2021-10-13,Q4-2021
260000,7,Minneapolis,1287808,2021,2021-10-04,Q4-2021
573000,7,St. Paul,1287809,2021,2021-09-15,Q3-2021
1177000,7,Minneapolis,1287816,2021,2021-09-23,Q3-2021
413000,7,Minneapolis,1287819,2021,2021-10-25,Q4-2021
232000,7,St. Paul,1287820,2021,2021-09-03,Q3-2021
2461000,7,Minneapolis,1287822,2021,2021-09-10,Q3-2021
520000,7,St. Paul,1287854,2021,2021-08-05,Q3-2021
210000,7,St. Paul,1287870,2021,2021-08-26,Q3-2021
335163,7,Minneapolis,1287875,2021,2021-10-13,Q4-2021
660000,7,St. Paul,1287882,2021,2021-08-05,Q3-2021
260000,7,Minneapolis,1287883,2021,2021-10-14,Q4-2021
360000,7,Minneapolis,1287918,2021,2021-10-21,Q4-2021
290000,7,Minneapolis,1287924,2021,2021-11-01,Q4-2021
540000,7,St. Paul,1287931,2021,2021-09-02,Q3-2021
495000,7,Minneapolis,1287941,2021,2021-10-20,Q4-2021
363000,7,Minneapolis,1287959,2021,2021-10-06,Q4-2021
358000,7,St. Paul,1287960,2021,2021-08-23,Q3-2021
295000,7,Minneapolis,1287966,2021,2021-10-14,Q4-2021
134900,7,Minneapolis,1287983,2021,2021-10-14,Q4-2021
330000,7,St. Paul,1288001,2021,2021-08-23,Q3-2021
335000,7,Minneapolis,1288042,2021,2021-10-14,Q4-2021
335000,7,Minneapolis,1288070,2021,2021-10-14,Q4-2021
135000,7,Minneapolis,1288078,2021,2021-10-13,Q4-2021
123900,7,Minneapolis,1288089,2021,2021-10-07,Q4-2021
123000,7,St. Paul,1288111,2021,2021-08-09,Q3-2021
405000,7,Minneapolis,1288114,2021,2021-10-16,Q4-2021
165000,7,Minneapolis,1288128,2021,2021-10-28,Q4-2021
91500,7,Minneapolis,1288138,2021,2021-10-12,Q4-2021
415000,7,Minneapolis,1288151,2021,2021-10-05,Q4-2021
625000,7,St. Paul,1288152,2021,2021-10-08,Q4-2021
360000,7,St. Paul,1288165,2021,2021-08-24,Q3-2021
181000,7,Minneapolis,1288208,2021,2021-10-29,Q4-2021
220000,7,Minneapolis,1288242,2021,2021-10-13,Q4-2021
330000,7,Minneapolis,1288249,2021,2021-10-05,Q4-2021
380000,7,Minneapolis,1288308,2021,2021-10-13,Q4-2021
305000,7,Minneapolis,1288318,2021,2021-10-04,Q4-2021
260000,7,St. Paul,1288329,2021,2021-09-23,Q3-2021
235000,7,St. Paul,1288332,2021,2021-09-23,Q3-2021
420000,7,Minneapolis,1288342,2021,2021-10-16,Q4-2021
162000,7,Minneapolis,1288351,2021,2021-11-02,Q4-2021
235000,7,Minneapolis,1288354,2021,2021-10-07,Q4-2021
365000,7,Minneapolis,1288364,2021,2021-10-21,Q4-2021
225000,7,St. Paul,1288387,2021,2021-09-23,Q3-2021
545000,7,St. Paul,1288390,2021,2021-10-28,Q4-2021
215000,7,Minneapolis,1288423,2021,2021-10-12,Q4-2021
270000,7,St. Paul,1288433,2021,2021-09-07,Q3-2021
285000,7,St. Paul,1288450,2021,2021-09-21,Q3-2021
510000,7,St. Paul,1288467,2021,2021-09-24,Q3-2021
275100,7,Minneapolis,1288476,2021,2021-10-14,Q4-2021
171000,7,St. Paul,1288504,2021,2021-07-28,Q3-2021
1125000,7,Minneapolis,1288507,2021,2021-10-12,Q4-2021
1150000,7,Minneapolis,1288508,2021,2021-10-05,Q4-2021
2.00E+05,7,Minneapolis,1288520,2021,2021-10-04,Q4-2021
2.00E+05,7,St. Paul,1288537,2021,2021-08-24,Q3-2021
229000,7,St. Paul,1288567,2021,2021-08-30,Q3-2021
835000,7,Minneapolis,1288606,2021,2021-10-16,Q4-2021
340000,7,Minneapolis,1288609,2021,2021-10-12,Q4-2021
263000,7,St. Paul,1288616,2021,2021-09-23,Q3-2021
190000,7,Minneapolis,1288637,2021,2021-11-02,Q4-2021
113000,7,St. Paul,1288643,2021,2021-07-27,Q3-2021
250000,7,St. Paul,1288664,2021,2021-09-23,Q3-2021
590000,7,Minneapolis,1288674,2021,2021-10-16,Q4-2021
350000,7,St. Paul,1288691,2021,2021-09-15,Q3-2021
525420,7,Minneapolis,1288697,2021,2021-10-05,Q4-2021
185000,7,St. Paul,1288703,2021,2021-09-23,Q3-2021
2100000,7,Minneapolis,1288708,2021,2021-10-20,Q4-2021
385000,7,Minneapolis,1288712,2021,2021-10-22,Q4-2021
230000,7,St. Paul,1288714,2021,2021-10-12,Q4-2021
325000,8,St. Paul,1288775,2021,2021-09-15,Q3-2021
410000,7,St. Paul,1288796,2021,2021-09-15,Q3-2021
215000,7,St. Paul,1288807,2021,2021-09-23,Q3-2021
470000,7,St. Paul,1288822,2021,2021-08-05,Q3-2021
422500,7,Minneapolis,1288835,2021,2021-10-14,Q4-2021
410000,7,Minneapolis,1288844,2021,2021-10-13,Q4-2021
655000,7,Minneapolis,1288848,2021,2021-10-12,Q4-2021
215000,7,St. Paul,1288849,2021,2021-08-05,Q3-2021
2.00E+05,7,St. Paul,1288854,2021,2021-08-24,Q3-2021
534500,7,Minneapolis,1288863,2021,2021-10-16,Q4-2021
409000,7,Minneapolis,1288864,2021,2021-10-16,Q4-2021
253000,7,St. Paul,1288886,2021,2021-09-23,Q3-2021
285000,7,St. Paul,1288901,2021,2021-08-30,Q3-2021
539000,7,Minneapolis,1288950,2021,2021-10-12,Q4-2021
271000,7,Minneapolis,1288983,2021,2021-10-12,Q4-2021
201500,7,Minneapolis,1289001,2021,2021-10-28,Q4-2021
436620,7,Minneapolis,1289016,2021,2021-10-08,Q4-2021
79000,7,Minneapolis,1289036,2021,2021-10-29,Q4-2021
250000,7,Minneapolis,1289046,2021,2021-10-15,Q4-2021
370000,7,Minneapolis,1289129,2021,2021-10-13,Q4-2021
178400,7,St. Paul,1289142,2021,2021-08-09,Q3-2021
377000,7,Minneapolis,1289162,2021,2021-10-20,Q4-2021
193000,7,Minneapolis,1289167,2021,2021-10-26,Q4-2021
182000,7,Minneapolis,1289183,2021,2021-10-07,Q4-2021
467000,7,Minneapolis,1289185,2021,2021-10-20,Q4-2021
668000,7,St. Paul,1289187,2021,2021-08-23,Q3-2021
229900,7,Minneapolis,1289192,2021,2021-10-12,Q4-2021
330000,7,Minneapolis,1289200,2021,2021-10-12,Q4-2021
304500,7,Minneapolis,1289211,2021,2021-10-16,Q4-2021
297500,7,Minneapolis,1289221,2021,2021-10-04,Q4-2021
190000,7,St. Paul,1289231,2021,2021-09-23,Q3-2021
663000,7,Minneapolis,1289244,2021,2021-10-20,Q4-2021
420000,7,Minneapolis,1289262,2021,2021-10-13,Q4-2021
309900,7,St. Paul,1289287,2021,2021-08-05,Q3-2021
469000,7,Minneapolis,1289290,2021,2021-10-16,Q4-2021
278500,7,St. Paul,1289318,2021,2021-08-11,Q3-2021
195000,7,St. Paul,1289322,2021,2021-09-23,Q3-2021
5830000,7,St. Paul,1289333,2021,2021-10-13,Q4-2021
778000,7,Minneapolis,1289336,2021,2021-10-21,Q4-2021
257000,7,St. Paul,1289357,2021,2021-08-10,Q3-2021
208000,7,Minneapolis,1289371,2021,2021-10-12,Q4-2021
90000,7,Minneapolis,1289378,2021,2021-10-22,Q4-2021
407000,7,St. Paul,1289395,2021,2021-09-03,Q3-2021
350000,7,Minneapolis,1289410,2021,2021-10-13,Q4-2021
320000,7,St. Paul,1289422,2021,2021-08-30,Q3-2021
271000,7,St. Paul,1289428,2021,2021-09-24,Q3-2021
170000,7,Minneapolis,1289435,2021,2021-10-20,Q4-2021
494000,7,St. Paul,1289443,2021,2021-09-15,Q3-2021
259900,7,Minneapolis,1289455,2021,2021-10-15,Q4-2021
137000,7,Minneapolis,1289471,2021,2021-10-14,Q4-2021
115000,7,Minneapolis,1289520,2021,2021-10-12,Q4-2021
298500,7,Minneapolis,1289528,2021,2021-10-14,Q4-2021
530000,7,Minneapolis,1289536,2021,2021-10-12,Q4-2021
210000,7,Minneapolis,1289583,2021,2021-10-14,Q4-2021
185000,7,St. Paul,1289584,2021,2021-09-21,Q3-2021
240000,7,St. Paul,1289621,2021,2021-09-13,Q3-2021
325000,7,St. Paul,1289637,2021,2021-09-22,Q3-2021
443216,7,Minneapolis,1289649,2021,2021-10-13,Q4-2021
261000,7,Minneapolis,1289671,2021,2021-10-13,Q4-2021
350000,7,St. Paul,1289699,2021,2021-08-30,Q3-2021
198000,7,Minneapolis,1289709,2021,2021-10-21,Q4-2021
310000,7,St. Paul,1289739,2021,2021-09-23,Q3-2021
150000,7,Minneapolis,1289796,2021,2021-10-14,Q4-2021
224900,7,Minneapolis,1289807,2021,2021-10-06,Q4-2021
225000,7,St. Paul,1289883,2021,2021-09-02,Q3-2021
170000,7,Minneapolis,1289921,2021,2021-10-12,Q4-2021
285000,7,Minneapolis,1289926,2021,2021-10-22,Q4-2021
375000,7,St. Paul,1289928,2021,2021-09-21,Q3-2021
195000,7,St. Paul,1289946,2021,2021-08-30,Q3-2021
230000,7,Minneapolis,1289947,2021,2021-10-01,Q4-2021
402000,7,Minneapolis,1289951,2021,2021-10-12,Q4-2021
202750,7,Minneapolis,1289976,2021,2021-10-16,Q4-2021
238000,7,Minneapolis,1289984,2021,2021-10-29,Q4-2021
2.00E+05,7,St. Paul,1289988,2021,2021-09-23,Q3-2021
340000,7,St. Paul,1289995,2021,2021-09-02,Q3-2021
204000,7,Minneapolis,1290009,2021,2021-10-29,Q4-2021
439000,7,Minneapolis,1290020,2021,2021-10-13,Q4-2021
480000,7,Minneapolis,1290021,2021,2021-10-22,Q4-2021
340000,7,Minneapolis,1290053,2021,2021-10-16,Q4-2021
255000,7,Minneapolis,1290059,2021,2021-10-12,Q4-2021
360000,7,Minneapolis,1290062,2021,2021-10-13,Q4-2021
230500,7,Minneapolis,1290076,2021,2021-10-15,Q4-2021
370000,7,Minneapolis,1290092,2021,2021-10-07,Q4-2021
155000,7,St. Paul,1290095,2021,2021-08-26,Q3-2021
287500,8,St. Paul,1290097,2021,2021-09-15,Q3-2021
265000,7,Minneapolis,1290114,2021,2021-10-18,Q4-2021
357000,7,Minneapolis,1290115,2021,2021-10-12,Q4-2021
221000,7,St. Paul,1290119,2021,2021-08-26,Q3-2021
325000,7,Minneapolis,1290129,2021,2021-10-16,Q4-2021
250000,7,St. Paul,1290156,2021,2021-09-24,Q3-2021
7.00E+05,8,St. Paul,1290167,2021,2021-08-23,Q3-2021
410000,7,Minneapolis,1290173,2021,2021-10-04,Q4-2021
499000,7,Minneapolis,1290187,2021,2021-10-12,Q4-2021
615000,7,Minneapolis,1290189,2021,2021-10-04,Q4-2021
275000,7,St. Paul,1290218,2021,2021-08-10,Q3-2021
358000,7,Minneapolis,1290226,2021,2021-10-12,Q4-2021
225000,7,Minneapolis,1290244,2021,2021-10-14,Q4-2021
210000,7,Minneapolis,1290260,2021,2021-10-25,Q4-2021
425000,7,St. Paul,1290266,2021,2021-08-05,Q3-2021
345000,7,Minneapolis,1290280,2021,2021-10-12,Q4-2021
205000,7,St. Paul,1290281,2021,2021-07-29,Q3-2021
640000,7,St. Paul,1290285,2021,2021-09-15,Q3-2021
495000,7,Minneapolis,1290309,2021,2021-10-22,Q4-2021
150000,7,Minneapolis,1290343,2021,2021-10-28,Q4-2021
325000,7,Minneapolis,1290366,2021,2021-10-14,Q4-2021
154900,7,Minneapolis,1290381,2021,2021-11-02,Q4-2021
1465000,7,St. Paul,1290385,2021,2021-10-08,Q4-2021
268288,7,St. Paul,1290418,2021,2021-08-10,Q3-2021
325000,7,St. Paul,1290429,2021,2021-08-30,Q3-2021
219900,7,St. Paul,1290474,2021,2021-08-23,Q3-2021
730000,7,St. Paul,1290496,2021,2021-08-11,Q3-2021
370000,7,Minneapolis,1290499,2021,2021-10-20,Q4-2021
150000,7,Minneapolis,1290506,2021,2021-10-12,Q4-2021
266000,7,Minneapolis,1290507,2021,2021-10-13,Q4-2021
325000,7,Minneapolis,1290511,2021,2021-10-20,Q4-2021
395000,7,St. Paul,1290516,2021,2021-09-02,Q3-2021
450000,7,Minneapolis,1290544,2021,2021-10-12,Q4-2021
590000,7,St. Paul,1290548,2021,2021-09-03,Q3-2021
375000,7,Minneapolis,1290558,2021,2021-11-01,Q4-2021
197900,7,Minneapolis,1290563,2021,2021-12-10,Q4-2021
230000,7,Minneapolis,1290573,2021,2021-10-05,Q4-2021
4.00E+05,7,Minneapolis,1290575,2021,2021-10-16,Q4-2021
842500,7,Minneapolis,1290595,2021,2021-10-14,Q4-2021
315000,7,St. Paul,1290638,2021,2021-08-10,Q3-2021
675000,7,Minneapolis,1290643,2021,2021-10-20,Q4-2021
415400,6,St. Paul,1290664,2021,2021-10-19,Q4-2021
4.00E+05,7,Minneapolis,1290677,2021,2021-10-07,Q4-2021
285000,7,St. Paul,1290686,2021,2021-08-26,Q3-2021
170000,7,Minneapolis,1290689,2021,2021-10-16,Q4-2021
430000,7,Minneapolis,1290694,2021,2021-10-21,Q4-2021
382000,7,Minneapolis,1290696,2021,2021-10-14,Q4-2021
6.00E+05,7,St. Paul,1290712,2021,2021-09-15,Q3-2021
214000,7,Minneapolis,1290719,2021,2021-11-02,Q4-2021
275000,7,Minneapolis,1290752,2021,2021-10-12,Q4-2021
390000,7,Minneapolis,1290783,2021,2021-10-12,Q4-2021
325876,7,Minneapolis,1290841,2021,2021-10-13,Q4-2021
282000,7,Minneapolis,1290853,2021,2021-10-14,Q4-2021
145000,7,Minneapolis,1290866,2021,2021-10-04,Q4-2021
255000,7,Minneapolis,1290887,2021,2021-10-08,Q4-2021
175500,7,Minneapolis,1290924,2021,2021-10-21,Q4-2021
4.00E+05,7,Minneapolis,1290930,2021,2021-10-28,Q4-2021
320000,7,St. Paul,1290944,2021,2021-09-09,Q3-2021
314995,7,St. Paul,1290992,2021,2021-08-23,Q3-2021
261000,8,St. Paul,1291036,2021,2021-09-30,Q3-2021
3.00E+05,7,Minneapolis,1291039,2021,2021-10-20,Q4-2021
325000,7,Minneapolis,1291042,2021,2021-10-16,Q4-2021
460000,7,Minneapolis,1291043,2021,2021-10-12,Q4-2021
4.00E+05,7,Minneapolis,1291051,2021,2021-10-12,Q4-2021
340000,7,Minneapolis,1291057,2021,2021-10-12,Q4-2021
130000,7,Minneapolis,1291068,2021,2021-10-12,Q4-2021
2.00E+05,7,Minneapolis,1291103,2021,2021-11-02,Q4-2021
290000,7,Minneapolis,1291122,2021,2021-10-04,Q4-2021
285000,7,Minneapolis,1291124,2021,2021-10-04,Q4-2021
251000,7,St. Paul,1291154,2021,2021-08-10,Q3-2021
5.00E+05,7,St. Paul,1291170,2021,2021-08-31,Q3-2021
345000,6,Minneapolis,1291171,2021,2021-11-02,Q4-2021
155000,7,St. Paul,1291189,2021,2021-08-30,Q3-2021
66000,7,St. Paul,1291238,2021,2021-08-30,Q3-2021
350000,7,Minneapolis,1291244,2021,2021-10-12,Q4-2021
436500,7,Minneapolis,1291251,2021,2021-10-25,Q4-2021
550000,7,St. Paul,1291256,2021,2021-09-03,Q3-2021
315000,7,Minneapolis,1291318,2021,2021-10-12,Q4-2021
380000,7,St. Paul,1291337,2021,2021-09-10,Q3-2021
305000,7,St. Paul,1291343,2021,2021-08-11,Q3-2021
315000,7,St. Paul,1291370,2021,2021-09-24,Q3-2021
310000,7,Minneapolis,1291373,2021,2021-10-13,Q4-2021
310000,7,St. Paul,1291382,2021,2021-09-15,Q3-2021
303000,7,Minneapolis,1291421,2021,2021-10-08,Q4-2021
330000,7,St. Paul,1291427,2021,2021-09-15,Q3-2021
255000,7,Minneapolis,1291428,2021,2021-10-04,Q4-2021
410000,7,Minneapolis,1291457,2021,2021-10-16,Q4-2021
215000,7,St. Paul,1291472,2021,2021-08-30,Q3-2021
185500,7,St. Paul,1291477,2021,2021-08-30,Q3-2021
139000,7,Minneapolis,1291478,2021,2021-10-22,Q4-2021
275000,7,St. Paul,1291480,2021,2021-08-02,Q3-2021
704000,7,Minneapolis,1291538,2021,2021-10-14,Q4-2021
179500,7,Minneapolis,1291551,2021,2021-10-14,Q4-2021
225000,7,Minneapolis,1291557,2021,2021-10-16,Q4-2021
275000,7,Minneapolis,1291594,2021,2021-10-29,Q4-2021
255000,7,Minneapolis,1291605,2021,2021-10-14,Q4-2021
365000,7,Minneapolis,1291608,2021,2021-10-12,Q4-2021
1800000,7,Minneapolis,1291614,2021,2021-09-29,Q3-2021
260000,7,Minneapolis,1291649,2021,2021-10-22,Q4-2021
220000,7,Minneapolis,1291675,2021,2021-10-16,Q4-2021
265000,7,Minneapolis,1291687,2021,2021-10-12,Q4-2021
260000,7,Minneapolis,1291706,2021,2021-10-12,Q4-2021
220000,7,St. Paul,1291714,2021,2021-09-24,Q3-2021
162000,7,Minneapolis,1291747,2021,2021-10-14,Q4-2021
525000,7,St. Paul,1291769,2021,2021-10-29,Q4-2021
275000,7,St. Paul,1291774,2021,2021-08-26,Q3-2021
340000,7,Minneapolis,1291776,2021,2021-10-28,Q4-2021
330000,6,Minneapolis,1291788,2021,2021-11-02,Q4-2021
2.00E+05,7,Minneapolis,1291795,2021,2021-10-20,Q4-2021
147000,7,St. Paul,1291797,2021,2021-08-23,Q3-2021
315000,7,Minneapolis,1291815,2021,2021-10-12,Q4-2021
249000,7,Minneapolis,1291841,2021,2021-10-14,Q4-2021
230000,7,St. Paul,1291880,2021,2021-08-30,Q3-2021
305000,7,St. Paul,1291888,2021,2021-09-20,Q3-2021
440000,7,St. Paul,1291890,2021,2021-09-15,Q3-2021
389000,7,Minneapolis,1291894,2021,2021-10-14,Q4-2021
275000,7,Minneapolis,1291923,2021,2021-10-12,Q4-2021
284000,7,St. Paul,1291926,2021,2021-08-30,Q3-2021
312000,7,Minneapolis,1291959,2021,2021-10-06,Q4-2021
260000,7,St. Paul,1292003,2021,2021-08-30,Q3-2021
285000,7,Minneapolis,1292011,2021,2021-10-16,Q4-2021
265000,7,Minneapolis,1292020,2021,2021-10-20,Q4-2021
364900,7,St. Paul,1292041,2021,2021-08-11,Q3-2021
3.00E+05,7,St. Paul,1292065,2021,2021-08-30,Q3-2021
299000,7,Minneapolis,1292068,2021,2021-10-20,Q4-2021
144000,7,St. Paul,1292075,2021,2021-08-25,Q3-2021
107500,7,Minneapolis,1292087,2021,2021-10-13,Q4-2021
465000,7,St. Paul,1292092,2021,2021-08-23,Q3-2021
225000,7,St. Paul,1292093,2021,2021-08-30,Q3-2021
265000,7,St. Paul,1292095,2021,2021-08-26,Q3-2021
285000,7,St. Paul,1292113,2021,2021-08-23,Q3-2021
339500,7,Minneapolis,1292140,2021,2021-11-02,Q4-2021
450000,7,Minneapolis,1292145,2021,2021-10-15,Q4-2021
253000,7,Minneapolis,1292189,2021,2021-10-08,Q4-2021
7.00E+05,7,Minneapolis,1292199,2021,2021-10-22,Q4-2021
155000,7,Minneapolis,1292216,2021,2021-10-14,Q4-2021
225000,7,St. Paul,1292217,2021,2021-08-10,Q3-2021
235000,7,St. Paul,1292224,2021,2021-08-26,Q3-2021
225000,7,Minneapolis,1292232,2021,2021-10-16,Q4-2021
382000,7,Minneapolis,1292234,2021,2021-10-12,Q4-2021
226500,7,Minneapolis,1292236,2021,2021-10-20,Q4-2021
355000,7,Minneapolis,1292274,2021,2021-10-04,Q4-2021
350000,7,St. Paul,1292276,2021,2021-09-02,Q3-2021
260000,7,St. Paul,1292288,2021,2021-09-13,Q3-2021
322500,7,Minneapolis,1292346,2021,2021-10-13,Q4-2021
25000,7,St. Paul,1292356,2021,2021-08-30,Q3-2021
538000,7,Minneapolis,1292358,2021,2021-10-12,Q4-2021
230000,7,Minneapolis,1292362,2021,2021-10-22,Q4-2021
525000,7,Minneapolis,1292383,2021,2021-10-13,Q4-2021
239900,7,St. Paul,1292391,2021,2021-08-30,Q3-2021
192500,7,St. Paul,1292401,2021,2021-08-23,Q3-2021
287000,7,St. Paul,1292402,2021,2021-08-30,Q3-2021
226000,7,St. Paul,1292413,2021,2021-08-26,Q3-2021
525000,7,St. Paul,1292423,2021,2021-09-15,Q3-2021
557500,7,Minneapolis,1292438,2021,2021-10-26,Q4-2021
750000,7,Minneapolis,1292461,2021,2021-10-12,Q4-2021
139000,8,Minneapolis,1292463,2021,2021-10-13,Q4-2021
205000,7,St. Paul,1292466,2021,2021-08-09,Q3-2021
330000,7,Minneapolis,1292470,2021,2021-10-12,Q4-2021
450000,7,St. Paul,1292489,2021,2021-09-24,Q3-2021
603825,7,Minneapolis,1292510,2021,2021-10-21,Q4-2021
615000,7,St. Paul,1292513,2021,2021-09-15,Q3-2021
470000,7,St. Paul,1292519,2021,2021-09-15,Q3-2021
220000,7,St. Paul,1292541,2021,2021-08-26,Q3-2021
385000,7,Minneapolis,1292555,2021,2021-10-12,Q4-2021
510000,7,Minneapolis,1292556,2021,2021-10-14,Q4-2021
333000,7,Minneapolis,1292561,2021,2021-11-02,Q4-2021
345000,7,Minneapolis,1292599,2021,2021-10-15,Q4-2021
380000,7,Minneapolis,1292620,2021,2021-10-29,Q4-2021
235000,7,Minneapolis,1292651,2021,2021-11-02,Q4-2021
260000,7,St. Paul,1292667,2021,2021-08-30,Q3-2021
218000,7,St. Paul,1292672,2021,2021-09-30,Q3-2021
382499,7,Minneapolis,1292706,2021,2021-10-04,Q4-2021
225000,7,St. Paul,1292713,2021,2021-08-30,Q3-2021
207750,7,Minneapolis,1292780,2021,2021-10-13,Q4-2021
910000,7,Minneapolis,1292785,2021,2021-10-14,Q4-2021
